name,price,bairro
Casa Padrão,"2.200.000,00",Bairro: Jardim Santa Maria
Casa Padrão,"550.000,00",Bairro: Jardim Panorama
Apartamento Padrão,"510.000,00",Bairro: Centro
Apartamento Padrão,"500.000,00",Bairro: Centro
Apartamento Padrão,"500.000,00",Bairro: Centro
Apartamento Padrão,"490.000,00",Bairro: Centro
Apartamento Padrão,"490.000,00",Bairro: Centro
Apartamento Padrão,"480.000,00",Bairro: Centro
Apartamento Padrão,"470.000,00",Bairro: Centro
Apartamento Padrão,"450.000,00",Bairro: Centro
Apartamento Padrão,"645.000,00",Bairro: Centro
Apartamento Padrão,"645.000,00",Bairro: Centro
Apartamento Padrão,"635.000,00",Bairro: Centro
Apartamento Padrão,"625.000,00",Bairro: Centro
Apartamento Padrão,"605.000,00",Bairro: Centro
Apartamento Padrão,"595.000,00",Bairro: Centro
Apartamento Padrão,"595.000,00",Bairro: Centro
Casa Padrão,"1.200,00",Bairro: Jardim Coopagro
Apartamento Padrão,"420.000,00",Bairro: Jardim Pancera
Apartamento Padrão,"525.000,00",Bairro: Jardim Pancera
Apartamento Padrão,"410.000,00",Bairro: Jardim Pancera
Apartamento Padrão,"520.000,00",Bairro: Jardim Pancera
Casa Padrão,"950.000,00",Bairro: Jardim Pancera
Apartamento Padrão,"598.000,00",Bairro: Centro
Terreno Lote Urbano,"140.000,00",Bairro: Novo Sobradinho (Distrito de Toledo)
Terreno Lote Urbano,"140.000,00",Bairro: Novo Sobradinho (Distrito de Toledo)
Apartamento Padrão,"850.000,00",Bairro: Centro
Casa Padrão,"390.000,00",Bairro: Jardim Coopagro
Casa Sobrado,"1.150.000,00",Bairro: Jardim Gisela
Casa Padrão,"220.000,00",Bairro: Jardim Europa/America
Terreno Lote Urbano,"2.000,00",Bairro: Centro
Rural Chácara com Casa,"3.000.000,00",Bairro: Novo Sobradinho (Distrito de Toledo)
Rural Chácara com Casa,"26.000.000,00",Bairro: Novo Sobradinho (Distrito de Toledo)
Terreno Lote Urbano,"1.550.000,00",Bairro: Jardim La Salle
Casa Padrão,"670.000,00",Bairro: Jardim Gisela
Casa Padrão,"199.000,00",Bairro: Jardim São Francisco
Rural Chácara com Casa,"1.200.000,00",Bairro: Novo Sobradinho (Distrito de Toledo)
Terreno Lote Urbano,"2.200.000,00",Bairro: Centro
Apartamento Padrão,"305.000,00",Bairro: Jardim La Salle
Apartamento Padrão,"990.000,00",Bairro: Jardim Santa Maria
Apartamento Padrão,"970.000,00",Bairro: Jardim Santa Maria
Apartamento Padrão,"940.000,00",Bairro: Jardim Santa Maria
Casa Sobrado,"1.800.000,00",Bairro: Jardim Gisela
Casa Sobrado,"790.000,00",Bairro: Jardim Pancera
Apartamento Padrão,"780.000,00",Bairro: Centro
Apartamento Padrão,"785.000,00",Bairro: Centro
Apartamento Padrão,"670.000,00",Bairro: Centro
Apartamento Padrão,"670.000,00",Bairro: Centro
Apartamento Padrão,"760.000,00",Bairro: Centro
Apartamento Padrão,"765.000,00",Bairro: Centro
Apartamento Padrão,"650.000,00",Bairro: Centro
Apartamento Padrão,"650.000,00",Bairro: Centro
Apartamento Padrão,"740.000,00",Bairro: Centro
Apartamento Padrão,"745.000,00",Bairro: Centro
Apartamento Padrão,"630.000,00",Bairro: Centro
Apartamento Padrão,"630.000,00",Bairro: Centro
Apartamento Padrão,"720.000,00",Bairro: Centro
Apartamento Padrão,"825.000,00",Bairro: Centro
Apartamento Padrão,"610.000,00",Bairro: Centro
Apartamento Padrão,"610.000,00",Bairro: Centro
Apartamento Padrão,"630.000,00",Bairro: Centro
Apartamento Padrão,"630.000,00",Bairro: Centro
Casa Padrão,"600.000,00",Bairro: Jardim Gisela
Apartamento Padrão,"1.250.000,00",Bairro: Jardim La Salle
Rural Chácara com Casa,"1.500.000,00",Bairro: Vila Ipiranga (Distrito de Toledo)
Terreno Lote Urbano,"11.000.000,00",Bairro: Jardim Gisela
Terreno Lote Urbano,"15.000.000,00",Bairro: Centro
Casa Padrão,"420.000,00",Bairro: Jardim Parizotto
Terreno Lote Urbano,"145.566,00",Bairro: Vila Ipiranga (Distrito de Toledo)
Casa Padrão,"1.350.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"840.452,00",Bairro: Jardim Panorama
Terreno Lote Urbano,"353.188,00",Bairro: Jardim Panorama
Casa Padrão,"510.000,00",Bairro: Jardim Pancera
Casa Sobrado,"380.000,00",Bairro: Pinheirinho
Casa Padrão,"1.200.000,00",Bairro: Jardim Gisela
Apartamento Flat,"286.000,00",Bairro: Jardim Tocantins
Apartamento Flat,"286.000,00",Bairro: Jardim Tocantins
Apartamento Flat,"271.000,00",Bairro: Jardim Tocantins
Apartamento Flat,"267.000,00",Bairro: Jardim Tocantins
Apartamento Flat,"278.000,00",Bairro: Jardim Tocantins
Apartamento Flat,"278.000,00",Bairro: Jardim Tocantins
Apartamento Flat,"255.000,00",Bairro: Jardim Tocantins
Apartamento Flat,"267.000,00",Bairro: Jardim Tocantins
Apartamento Flat,"267.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"154.410,00",Bairro: Vila Ipiranga (Distrito de Toledo)
Terreno Lote Urbano,"162.636,00",Bairro: Vila Ipiranga (Distrito de Toledo)
Terreno Lote Urbano,"144.634,00",Bairro: Vila Ipiranga (Distrito de Toledo)
Terreno Lote Urbano,"113.976,00",Bairro: Vila Ipiranga (Distrito de Toledo)
Terreno Lote Urbano,"113.976,00",Bairro: Vila Ipiranga (Distrito de Toledo)
Terreno Lote Urbano,"113.976,00",Bairro: Vila Ipiranga (Distrito de Toledo)
Terreno Lote Urbano,"108.000,00",Bairro: Vila Ipiranga (Distrito de Toledo)
Terreno Lote Urbano,"310.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"275.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"310.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"275.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"310.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"275.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"275.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"275.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"275.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"275.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"275.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"310.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"516.992,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"594.896,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"310.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"330.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"330.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"275.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"310.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"310.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"310.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"330.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"310.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"275.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"275.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"275.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"275.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"275.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"250.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"250.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"275.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"260.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"260.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"260.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"250.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"250.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"250.000,00",Bairro: Jardim Tocantins
Casa Padrão,"3.800.000,00",Bairro: Jardim La Salle
Casa Padrão,"275.000,00",Bairro: Jardim Coopagro
Rural Chácara sem Casa,"500.000,00",Bairro: Vila Nova (Distrito de Toledo)
Rural Chácara sem Casa,"450.000,00",Bairro: Vila Nova (Distrito de Toledo)
Rural Chácara sem Casa,"500.000,00",Bairro: Vila Nova (Distrito de Toledo)
Rural Chácara sem Casa,"639.000,00",Bairro: Novo Sobradinho (Distrito de Toledo)
Casa Padrão,"350.000,00",Bairro: Jardim Coopagro
Apartamento Padrão,"460.000,00",Bairro: Centro
Terreno Lote Urbano,"500.000,00",Bairro: Jardim Santa Maria
Casa Padrão,"780.000,00",Bairro: Jardim La Salle
Casa Padrão,"600.000,00",Bairro: Jardim Gisela
Apartamento Padrão,"450.000,00",Bairro: Jardim Santa Maria
Terreno Lote Urbano,"167.745,42",Bairro: Jardim Coopagro
Terreno Lote Urbano,"115.000,00",Bairro: Jardim Coopagro
Terreno Lote Urbano,"145.171,40",Bairro: Jardim Coopagro
Terreno Lote Urbano,"238.431,80",Bairro: Jardim Coopagro
Terreno Lote Urbano,"134.214,20",Bairro: Jardim Coopagro
Terreno Lote Urbano,"132.181,00",Bairro: Jardim Coopagro
Terreno Lote Urbano,"115.000,00",Bairro: Jardim Coopagro
Terreno Lote Urbano,"115.000,00",Bairro: Jardim Coopagro
Terreno Lote Urbano,"115.000,00",Bairro: Jardim Coopagro
Terreno Lote Urbano,"115.000,00",Bairro: Jardim Coopagro
Terreno Lote Urbano,"115.000,00",Bairro: Jardim Coopagro
Terreno Lote Urbano,"115.000,00",Bairro: Jardim Coopagro
Terreno Lote Urbano,"115.000,00",Bairro: Jardim Coopagro
Terreno Lote Urbano,"115.000,00",Bairro: Jardim Coopagro
Terreno Lote Urbano,"248.875,86",Bairro: Jardim Coopagro
Terreno Lote Urbano,"196.424,60",Bairro: Jardim Coopagro
Terreno Lote Urbano,"231.380,00",Bairro: Jardim Coopagro
Terreno Lote Urbano,"144.044,40",Bairro: Jardim Coopagro
Terreno Lote Urbano,"129.398,00",Bairro: Jardim Coopagro
Terreno Lote Urbano,"115.000,00",Bairro: Jardim Coopagro
Terreno Lote Urbano,"115.000,00",Bairro: Jardim Coopagro
Terreno Lote Urbano,"115.000,00",Bairro: Jardim Coopagro
Terreno Lote Urbano,"115.000,00",Bairro: Jardim Coopagro
Terreno Lote Urbano,"115.000,00",Bairro: Jardim Coopagro
Terreno Lote Urbano,"115.000,00",Bairro: Jardim Coopagro
Terreno Lote Urbano,"199.616,88",Bairro: Jardim Coopagro
Terreno Lote Urbano,"126.500,00",Bairro: Jardim Coopagro
Terreno Lote Urbano,"126.500,00",Bairro: Jardim Coopagro
Terreno Lote Urbano,"126.500,00",Bairro: Jardim Coopagro
Terreno Lote Urbano,"126.500,00",Bairro: Jardim Coopagro
Terreno Lote Urbano,"126.500,00",Bairro: Jardim Coopagro
Terreno Lote Urbano,"126.500,00",Bairro: Jardim Coopagro
Terreno Lote Urbano,"126.500,00",Bairro: Jardim Coopagro
Terreno Lote Urbano,"126.500,00",Bairro: Jardim Coopagro
Terreno Lote Urbano,"126.500,00",Bairro: Jardim Coopagro
Terreno Lote Urbano,"310.858,52",Bairro: Jardim Coopagro
Terreno Lote Urbano,"133.712,80",Bairro: Jardim Coopagro
Terreno Lote Urbano,"126.500,00",Bairro: Jardim Coopagro
Terreno Lote Urbano,"126.500,00",Bairro: Jardim Coopagro
Terreno Lote Urbano,"126.500,00",Bairro: Jardim Coopagro
Terreno Lote Urbano,"126.500,00",Bairro: Jardim Coopagro
Terreno Lote Urbano,"367.520,78",Bairro: Jardim Coopagro
Casa Sobrado,"1.250.000,00",Bairro: Vila Becker
Apartamento Padrão,"287.680,00",Bairro: Jardim Tocantins
Comercial Barracão,"
															9.000,00														",Bairro: Vila Operaria/Boa Esperanca
Comercial Barracão,"
															9.000,00														",Bairro: Vila Operaria/Boa Esperanca
Casa Padrão,"700.000,00",Bairro: Jardim Pancera
Casa Padrão,"3.000.000,00",Bairro: Jardim La Salle
Apartamento Padrão,"400.000,00",Bairro: Jardim Santa Maria
Casa Padrão,"450.000,00",Bairro: Jardim Panorama
Rural Sítio,"1.500.000,00",Bairro: Zona Rural
Terreno Lote Urbano,"130.455,00",Bairro: Vila Ipiranga (Distrito de Toledo)
Casa Padrão,"250.000,00",Bairro: Jardim Coopagro
Casa Padrão,"2.000.000,00",Bairro: Novo Sarandi (Distrito de Toledo)
Terreno Chácara,"2.000.000,00",Bairro: Jardim Independencia
Terreno Lote Urbano,"510.000,00",Bairro: Vila Industrial
Casa Padrão,"580.000,00",Bairro: Jardim Porto Alegre
Apartamento Padrão,"2.708.000,00",Bairro: Vila Industrial
Apartamento Padrão,"1.354.000,00",Bairro: Vila Industrial
Apartamento Padrão,"1.354.000,00",Bairro: Vila Industrial
Apartamento Padrão,"1.354.000,00",Bairro: Vila Industrial
Apartamento Padrão,"1.354.000,00",Bairro: Vila Industrial
Apartamento Padrão,"1.354.000,00",Bairro: Vila Industrial
Apartamento Padrão,"1.354.000,00",Bairro: Vila Industrial
Apartamento Padrão,"1.354.000,00",Bairro: Vila Industrial
Apartamento Padrão,"1.354.000,00",Bairro: Vila Industrial
Apartamento Padrão,"1.354.000,00",Bairro: Vila Industrial
Rural Chácara sem Casa,Consulte-nos,Bairro: Zona Rural
Apartamento Padrão,"550.000,00",Bairro: Centro
Apartamento Padrão,"235.000,00",Bairro: Jardim Gisela
Casa Padrão,"650.000,00",Bairro: Centro
Terreno Lote Urbano,"135.000,00",Bairro: Jardim Bressan
Terreno Lote Urbano,"130.000,00",Bairro: Jardim Bressan
Terreno Lote Urbano,"135.000,00",Bairro: Pinheirinho
Casa Sobrado,"950.000,00",Bairro: Jardim Gisela
Casa Sobrado,"753.990,00",Bairro: Vila Becker
Casa Sobrado,"753.990,00",Bairro: Vila Becker
Casa Padrão,"260.000,00",Bairro: Jardim Coopagro
Apartamento Padrão,"609.720,59",Bairro: Coqueiral
Apartamento Padrão,"630.637,25",Bairro: Coqueiral
Apartamento Padrão,"537.558,12",Bairro: Coqueiral
Apartamento Padrão,"525.008,12",Bairro: Coqueiral
Apartamento Padrão,"514.549,79",Bairro: Coqueiral
Apartamento Padrão,"448.662,32",Bairro: Coqueiral
Apartamento Padrão,"483.174,81",Bairro: Coqueiral
Apartamento Padrão,"478.991,48",Bairro: Coqueiral
Apartamento Padrão,"466.441,48",Bairro: Coqueiral
Apartamento Padrão,"407.874,84",Bairro: Coqueiral
Apartamento Padrão,"491.541,47",Bairro: Coqueiral
Terreno Lote Urbano,"126.500,00",Bairro: Jardim Coopagro
Terreno Lote Urbano,"471.900,00",Bairro: Jardim Santa Maria
Casa Padrão,"270.000,00",Bairro: Jardim Coopagro
Casa Padrão,"590.000,00",Bairro: Jardim Pancera
Casa Padrão,"830.000,00",Bairro: Jardim Gisela
Casa Padrão,"920.000,00",Bairro: Jardim Gisela
Casa Padrão,"650.000,00",Bairro: Vila Becker
Apartamento Padrão,"530.000,00",Bairro: Jardim Tocantins
Apartamento Padrão,"530.000,00",Bairro: Jardim Tocantins
Apartamento Padrão,"520.000,00",Bairro: Jardim Tocantins
Apartamento Padrão,"520.000,00",Bairro: Jardim Tocantins
Apartamento Padrão,"510.000,00",Bairro: Jardim Tocantins
Apartamento Padrão,"500.000,00",Bairro: Jardim Tocantins
Apartamento Padrão,"555.000,00",Bairro: Jardim Tocantins
Apartamento Padrão,"490.000,00",Bairro: Jardim Tocantins
Apartamento Padrão,"1.300,00",Bairro: Jardim Gisela
Apartamento Padrão,"320.000,00",Bairro: Jardim Concórdia
Apartamento Padrão,"420.000,00",Bairro: Jardim Santa Maria
Apartamento Padrão,"420.000,00",Bairro: Jardim Santa Maria
Apartamento Padrão,"349.000,00",Bairro: Jardim Porto Alegre
Apartamento Padrão,"349.000,00",Bairro: Jardim Porto Alegre
Apartamento Padrão,"349.000,00",Bairro: Jardim Porto Alegre
Casa Padrão,"580.000,00",Bairro: Vila Becker
Apartamento Padrão,"250.000,00",Bairro: Jardim Tocantins
Apartamento Padrão,"349.000,00",Bairro: Jardim Santa Maria
Apartamento Padrão,"359.000,00",Bairro: Jardim Santa Maria
Apartamento Padrão,"349.000,00",Bairro: Jardim Santa Maria
Apartamento Padrão,"349.000,00",Bairro: Jardim Santa Maria
Apartamento Padrão,"485.000,00",Bairro: Jardim La Salle
Apartamento Padrão,"446.000,00",Bairro: Jardim La Salle
Apartamento Padrão,"468.000,00",Bairro: Jardim Tocantins
Apartamento Padrão,"468.000,00",Bairro: Jardim Tocantins
Apartamento Padrão,"448.000,00",Bairro: Jardim Tocantins
Apartamento Padrão,"448.000,00",Bairro: Jardim Tocantins
Apartamento Padrão,"438.000,00",Bairro: Jardim Tocantins
Apartamento Padrão,"438.000,00",Bairro: Jardim Tocantins
Apartamento Padrão,"438.000,00",Bairro: Jardim Tocantins
Apartamento Padrão,"549.000,00",Bairro: Vila Industrial
Terreno Lote Urbano,"791.340,00",Bairro: BIOPARK
Terreno Lote Urbano,"
															800,00														",Bairro: Jardim Panorama
Casa Padrão,"350.000,00",Bairro: Jardim Coopagro
Casa Padrão,"595.000,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"1.400.000,00",Bairro: Vila Industrial
Apartamento Padrão,"310.000,00",Bairro: Jardim Tocantins
Casa Padrão,"1.300.000,00",Bairro: Vila Industrial
Casa Padrão,"530.000,00",Bairro: Vila Becker
Casa Padrão,"650.000,00",Bairro: Jardim Concórdia
Terreno Lote Urbano,"143.000,00",Bairro: Jardim Coopagro
Rural Chácara sem Casa,"306.200,00",Bairro: Centro
Rural Chácara sem Casa,"293.000,00",Bairro: Centro
Rural Chácara sem Casa,"280.000,00",Bairro: Centro
Rural Chácara sem Casa,"269.000,00",Bairro: Centro
Apartamento Padrão,"2.000.000,00",Bairro: Vila Operaria/Boa Esperanca
Casa Padrão,"325.000,00",Bairro: Jardim Bressan
Apartamento Padrão,"360.000,00",Bairro: Jardim Santa Maria
Terreno Lote Urbano,"520.000,00",Bairro: Vila Becker
Apartamento Padrão,"807.551,86",Bairro: Jardim La Salle
Apartamento Padrão,"828.875,10",Bairro: Jardim La Salle
Apartamento Padrão,"764.350,79",Bairro: Jardim La Salle
Apartamento Padrão,"720.315,06",Bairro: Jardim La Salle
Apartamento Padrão,"687.950,55",Bairro: Jardim La Salle
Apartamento Padrão,"702.188,70",Bairro: Jardim La Salle
Apartamento Padrão,"672.476,79",Bairro: Jardim La Salle
Terreno Lote Urbano,"650.000,00",Bairro: Centro
Casa Padrão,"180.000,00",Bairro: Vila Pioneiro
Casa Padrão,"295.000,00",Bairro: Jardim Bressan
Casa Padrão,"250.000,00",Bairro: Vila Pioneiro
Casa Padrão,"199.000,00",Bairro: Jardim Panorama
Casa Condomínio,"200.000,00",Bairro: Jardim Pancera
Casa Sobrado,"
															2.200,00														",Bairro: Jardim Pancera
Terreno Lote Urbano,"80.000,00",Bairro: Centro
Casa Sobrado,"1.550.000,00",Bairro: Centro
Comercial Sala Comercial,"920.000,00",Bairro: Jardim Bressan
Terreno Lote Urbano,"490.000,00",Bairro: Centro
Terreno Lote Urbano,"960.000,00",Bairro: Centro
Apartamento Padrão,"
															2.300,00														",Bairro: Centro
Apartamento Padrão,"185.000,00",Bairro: Jardim Independencia
Apartamento Padrão,"430.000,00",Bairro: Vila Industrial
Apartamento Padrão,"690.000,00",Bairro: Centro
Apartamento Padrão,"370.000,00",Bairro: Vila Industrial
Casa Sobrado,"1.150.000,00",Bairro: Centro
Apartamento Padrão,"750.000,00",Bairro: Jardim La Salle
Apartamento Padrão,"650.000,00",Bairro: Jardim La Salle
Terreno Lote Urbano,"1.300.000,00",Bairro: Centro
Apartamento Padrão,"285.000,00",Bairro: Jardim La Salle
Comercial Sala Comercial,"480.000,00",Bairro: Vila Industrial
Apartamento Padrão,"310.000,00",Bairro: Vila Becker
Terreno Chácara,"1.800.000,00",Bairro: Vila Nova (Distrito de Toledo)
Casa Padrão,"480.000,00",Bairro: Jardim Concórdia
Terreno Lote Urbano,"1.190.000,00",Bairro: BIOPARK
Casa Padrão,"420.000,00",Bairro: Vila Pioneiro
Apartamento Duplex,"3.623.550,00",Bairro: Vila Industrial
Apartamento Padrão,"1.604.375,00",Bairro: Vila Industrial
Apartamento Padrão,"1.562.375,00",Bairro: Vila Industrial
Apartamento Padrão,"1.614.375,00",Bairro: Vila Industrial
Apartamento Padrão,"1.593.375,00",Bairro: Vila Industrial
Apartamento Padrão,"1.520.375,00",Bairro: Vila Industrial
Apartamento Padrão,"1.499.375,00",Bairro: Vila Industrial
Apartamento Padrão,"1.551.375,00",Bairro: Vila Industrial
Apartamento Padrão,"1.478.375,00",Bairro: Vila Industrial
Apartamento Padrão,"1.457.375,00",Bairro: Vila Industrial
Apartamento Padrão,"1.509.375,00",Bairro: Vila Industrial
Apartamento Padrão,"1.386.375,00",Bairro: Vila Industrial
Apartamento Padrão,"1.438.375,00",Bairro: Vila Industrial
Apartamento Padrão,"1.365.375,00",Bairro: Vila Industrial
Apartamento Padrão,"1.417.375,00",Bairro: Vila Industrial
Apartamento Padrão,"1.344.375,00",Bairro: Vila Industrial
Apartamento Padrão,"1.396.375,00",Bairro: Vila Industrial
Apartamento Padrão,"1.323.375,00",Bairro: Vila Industrial
Apartamento Padrão,"1.375.375,00",Bairro: Vila Industrial
Apartamento Padrão,"1.302.375,00",Bairro: Vila Industrial
Apartamento Padrão,"1.354.375,00",Bairro: Vila Industrial
Apartamento Padrão,"1.291.350,00",Bairro: Vila Industrial
Apartamento Padrão,"1.654.255,00",Bairro: Vila Industrial
Casa Sobrado,"1.300.000,00",Bairro: Jardim Porto Alegre
Casa Padrão,"240.000,00",Bairro: Jardim Europa/America
Terreno Lote Urbano,"1.200.000,00",Bairro: Vila Gianette
Casa Sobrado,"2.100.000,00",Bairro: Vila Industrial
Apartamento Padrão,"378.296,25",Bairro: Jardim Pancera
Apartamento Padrão,"378.296,25",Bairro: Jardim Pancera
Apartamento Padrão,"372.172,50",Bairro: Jardim Pancera
Apartamento Padrão,"372.172,50",Bairro: Jardim Pancera
Apartamento Padrão,"366.048,75",Bairro: Jardim Pancera
Apartamento Padrão,"366.048,75",Bairro: Jardim Pancera
Apartamento Padrão,"381.048,75",Bairro: Jardim Pancera
Apartamento Padrão,"359.925,00",Bairro: Jardim Pancera
Apartamento Padrão,"356.863,13",Bairro: Jardim Pancera
Apartamento Padrão,"353.801,25",Bairro: Jardim Pancera
Apartamento Padrão,"353.801,25",Bairro: Jardim Pancera
Casa Padrão,"
															850,00														",Bairro: Jardim Europa/America
Terreno Lote Urbano,"1.350.000,00",Bairro: Centro
Casa Padrão,"450.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"850.000,00",Bairro: BIOPARK
Apartamento Padrão,"550.150,00",Bairro: Centro
Apartamento Padrão,"550.150,00",Bairro: Centro
Apartamento Padrão,"515.235,00",Bairro: Centro
Apartamento Padrão,"550.000,00",Bairro: Centro
Apartamento Padrão,"2.100,00",Bairro: Centro
Comercial Barracão,"900.000,00",Bairro: Vila Pioneiro
Casa Padrão,"599.000,00",Bairro: Vila Becker
Apartamento Padrão,"300.000,00",Bairro: Jardim Concórdia
Casa Sobrado,"1.280.000,00",Bairro: Jardim Tocantins
Comercial Sala Comercial,"4.500.000,00",Bairro: Vila Industrial
Terreno Terreno em Co...,"585.750,00",Bairro: Jardim Porto Alegre
Terreno Terreno em Co...,"585.750,00",Bairro: Jardim Porto Alegre
Terreno Terreno em Co...,"585.750,00",Bairro: Jardim Porto Alegre
Terreno Terreno em Co...,"585.750,00",Bairro: Jardim Porto Alegre
Terreno Terreno em Co...,"585.750,00",Bairro: Jardim Porto Alegre
Terreno Terreno em Co...,"585.750,00",Bairro: Jardim Porto Alegre
Terreno Terreno em Co...,"585.750,00",Bairro: Jardim Porto Alegre
Terreno Terreno em Co...,"585.750,00",Bairro: Jardim Porto Alegre
Terreno Terreno em Co...,"585.750,00",Bairro: Jardim Porto Alegre
Terreno Terreno em Co...,"585.750,00",Bairro: Jardim Porto Alegre
Terreno Terreno em Co...,"585.750,00",Bairro: Jardim Porto Alegre
Apartamento Padrão,"520.000,00",Bairro: Vila Becker
Terreno Lote Urbano,"135.000,00",Bairro: Jardim Europa/America
Apartamento Padrão,"2.000,00",Bairro: Vila Industrial
Apartamento Padrão,"529.000,00",Bairro: Vila Industrial
Casa Padrão,"240.000,00",Bairro: Jardim São Francisco
Apartamento Padrão,"420.000,00",Bairro: Jardim Gisela
Casa Padrão,"800.000,00",Bairro: Jardim Porto Alegre
Apartamento Padrão,"370.000,00",Bairro: BIOPARK
Terreno Lote Urbano,"240.000,00",Bairro: Jardim Pancera
Casa Padrão,"1.170.000,00",Bairro: Jardim Pancera
Casa Padrão,"550.000,00",Bairro: Vila Industrial
Apartamento Padrão,"395.000,00",Bairro: Jardim La Salle
Casa Padrão,"390.000,00",Bairro: Vila Pioneiro
Casa Padrão,"
															1.300,00														",Bairro: Jardim Santa Maria
Casa Sobrado,"1.350.000,00",Bairro: Vila Industrial
Casa Padrão,"230.000,00",Bairro: Jardim São Francisco
Comercial Sala Comercial,"1.200.000,00",Bairro: Centro
Casa Sobrado,"250.000,00",Bairro: Jardim Europa/America
Casa Padrão,"280.000,00",Bairro: Vila Pioneiro
Casa Padrão,"630.000,00",Bairro: Jardim Pancera
Apartamento Flat,"190.000,00",Bairro: Jardim Independencia
Apartamento Flat,"190.000,00",Bairro: Jardim Independencia
Apartamento Flat,"190.000,00",Bairro: Jardim Independencia
Apartamento Flat,"190.000,00",Bairro: Jardim Independencia
Apartamento Flat,"190.000,00",Bairro: Jardim Independencia
Apartamento Flat,"185.000,00",Bairro: BIOPARK
Apartamento Flat,"185.000,00",Bairro: BIOPARK
Apartamento Flat,"180.000,00",Bairro: BIOPARK
Apartamento Flat,"185.000,00",Bairro: BIOPARK
Apartamento Flat,"185.000,00",Bairro: BIOPARK
Terreno Lote Urbano,"650.000,00",Bairro: Vila Operaria/Boa Esperanca
Apartamento Padrão,"220.000,00",Bairro: Jardim Porto Alegre
Casa Padrão,"2.200,00",Bairro: Jardim Pancera
Apartamento Padrão,"260.000,00",Bairro: Jardim Pancera
Casa Padrão,"950.000,00",Bairro: Jardim Pancera
Apartamento Padrão,"360.000,00",Bairro: Vila Industrial
Casa Padrão,"600.000,00",Bairro: Vila Becker
Apartamento Padrão,"560.000,00",Bairro: Vila Industrial
Casa Padrão,"250.000,00",Bairro: Pinheirinho
Apartamento Padrão,"950.000,00",Bairro: Centro
Casa Condomínio,"239.000,00",Bairro: Jardim Concórdia
Apartamento Padrão,"
															1.900,00														",Bairro: Vila Industrial
Casa Padrão,"630.000,00",Bairro: Jardim Gisela
Casa Padrão,"
															1.700,00														",Bairro: Jardim Concórdia
Terreno Chácara,"4.000.000,00",Bairro: Linha Buê Caê (Distrito de Tol
Terreno Lote Urbano,"610.000,00",Bairro: Centro
Apartamento Padrão,"
															3.800,00														",Bairro: Jardim La Salle
Casa Padrão,"600.000,00",Bairro: Jardim Gisela
Apartamento Padrão,"435.000,00",Bairro: Jardim La Salle
Apartamento Padrão,"299.000,00",Bairro: Jardim Concórdia
Casa Padrão,"380.000,00",Bairro: Nova Concórdia do Oeste (Distrito d
Casa Padrão,"480.000,00",Bairro: Jardim Coopagro
Casa Sobrado,"1.850.000,00",Bairro: Centro
Apartamento Padrão,"680.000,00",Bairro: Jardim La Salle
Casa Padrão,"1.800.000,00",Bairro: Jardim Gisela
